CODIGO;GRUP;ESTMIN  ;ESTAMAX  ;SALDO   ;PRECOCUSTO ;PREVENDA;UN;CUSTOMED;DESCRICAO
003536;PARAF.A/ATARR.3,9 X 9,5                           ;0028;00005000;00000000;00049400;000000000274;00000005;UN;00000000
003537;CAMISA USTOP TECIDO                               ;0005;00001000;00000000;00000100;000000079000;00001900;UN;00000000
003538;CAMISA TRICOLINE MGA LONGA                        ;0005;00001000;00000000;00000300;000000099800;00001590;UN;00000000
003539;PARAF.MAQUINA 5/16X11/2                           ;0028;00001000;00000000;00010500;000000002447;00000040;UN;00000000
003540;PARAF.MAQUINA 5/16X2                              ;0028;00001000;00000000;00005600;000000001825;00000030;UN;00000000
003541;PARAF.MAQUINA 5/16X21/2                           ;0028;00001000;00000000;00004300;000000002624;00000050;UN;00000000
003542;MASSA CORR.SATO 18KG                              ;0023;00000300;00000000;00000000;000000280200;00005900;BR;00000946
003543;TOALHA BANHO ATLANTICA PRAIA 76X152               ;0020;00000600;00000000;00000000;000000079900;00001195;UN;00000599
003544;TOALHA BANHO JARGUARD                             ;0020;00000600;00000000;00000000;000000079000;00001195;UN;00000499
003545;TOALHA ROSTO MAQUINETA LISTRADA                   ;0020;00000600;00000000;00000000;000000015400;00000299;UN;00000127
003546;TOALHA ROSTO BORDAR                               ;0020;00000600;00000000;00000000;000000021700;00000380;UN;00000000
003547;JOGO TOALHA NOBRE 04P€S                           ;0020;00000200;00000000;00000000;000000310000;00004990;JG;00001139
003548;JOGO TOALHA NOBRE 02P€S                           ;0020;00000300;00000000;00000000;000000155000;00002490;JG;00000000
003549;ABRA€ADEIRA COPO 1/2"                             ;0017;00001000;00000000;00004900;000000007592;00000120;UN;00000029
003550;ABRA€ADEIRA COPO 3/4"                             ;0017;00001000;00000000;00002100;000000007120;00000130;UN;00000034
003551;ARCO SERRA BIEHL-REFOR€ADO                        ;0016;00000600;00000000;00000100;000000162440;00002440;UN;00000241
003552;ARAME FARP.F16 100MT                              ;0033;00000600;00000000;00000400;000000399000;00006700;RL;00001420
003553;PREGO 13 X 18                                     ;0017;00000300;00000000;000207.1;000000064727;00001190;KG;00000140
003554;CHURRASQUEIRA PESCADOR C/ELEVADOR                 ;0018;00000000;00000000;00000100;000000720000;00010800;UN;00000000
003555;SAPATO DA SERRA LATEX                             ;0009;00000000;00000000;00000800;000000430000;00007990;PR;00000000
003556;COLAR DE TOMADA 32X3/4                            ;0037;00000500;00000000;00000100;000000049060;00000790;UN;00000000
003557;COLAR DE TOMADA 85X3/4                            ;0037;00000500;00000000;00000400;000000044900;00001240;UN;00000000
003558;FITILHO SINTETICO                                 ;0018;00000500;00000000;00000500;000000081623;00001225;KG;00000298
003559;TORN.KELLY PIA 1159 C23 22CM                      ;0030;00000000;00000000;00000200;000000191400;00003390;UN;00000000
003560;DISJ.NEMA MONO 100AMP.                            ;0022;00000000;00000000;00000600;000000135817;00002790;UN;00000000
003561;TORN.IMPERATRIZ PIA 1158 C23 18CM                 ;0030;00000000;00000000;00000000;000000000000;00002950;UN;00000000
003562;TORN.VIQUA.JARDIM                                 ;0030;00000000;00000000;00001200;000000010429;00000220;UN;00000000
003563;TORN.BIGLU PIA RETA C/FILTRO 7184 C38             ;0030;00000000;00000000;00000000;000000503000;00008690;UN;00000000
003564;DISJ.NEMA MONO  70AMP.                            ;0022;00000000;00000000;00000400;000000132317;00002300;UN;00000000
003565;ROLO TIGRE LA CARN.23CM(1316)                     ;0023;00001200;00000000;00000400;000000111400;00002100;UN;00000411
003566;REG.ESF.FORTLEV SOLDA 20MM C/UNIAO                ;0021;00001200;00000000;00003200;000000047498;00000730;UN;00000000
003567;TUBO P/BOX 0,90X1,05                              ;0017;00000300;00000000;00000300;000000080700;00001250;UN;00000236
003568;TUBO P/BOX 1,50X1,65                              ;0017;00000300;00000000;00000000;000000102100;00001650;UN;00000298
003569;ESQUADRO EXT.CALHA TIGRE                          ;0045;00000200;00000000;00000000;000000010000;00002250;UN;00000580
003570;ESQUADRO INT.CALHA TIGRE                          ;0045;00000200;00000000;00000100;000000061000;00002990;UN;00000000
003571;ROLETE PAPEL HIGIENICO                            ;0021;00001200;00000000;00000500;000000005633;00000170;UN;00000048
003572;LEN€O BOLSO MASCULINO CX.C/3UN.                   ;0035;00000000;00000000;00000000;000000026800;00000410;CX;00000240
003573;VASO PLAST.PRETO N.5                              ;0024;00000300;00000000;00000800;000000032488;00000490;UN;00000118
003574;JARDINEIRA RET.TELHA MEDIA                        ;0024;00000000;00000000;00000000;000000035400;00000690;UN;00000522
003575;CORRENTE XAXIM N.54                               ;0024;00000600;00000000;00000000;000000004580;00000130;UN;00000045
003576;LA FAMILIA 40GR 002                               ;0001;00002000;00000000;00000000;000000006900;00000150;NV;00000000
003577;LA FAMILIA 40GR 100                               ;0001;00001200;00000000;00000000;000000006900;00000150;NV;00000000
003578;LA FAMILIA 40GR 201                               ;0001;00001200;00000000;00000000;000000006900;00000150;NV;00000000
003579;LA FAMILIA 40GR 004                               ;0001;00001200;00000000;00000000;000000006900;00000150;NV;00000000
003580;LA FAMILIA 40GR 203                               ;0001;00001200;00000000;00000000;000000006900;00000150;NV;00000000
003581;LA FAMILIA 40GR 242                               ;0001;00001200;00000000;00000000;000000006900;00000150;NV;00000000
003582;LA FAMILIA 40GR 301                               ;0001;00001200;00000000;00000000;000000006900;00000150;NV;00000000
003583;LA FAMILIA 40GR 315                               ;0001;00001200;00000000;00000000;000000006900;00000150;NV;00000000
003584;LA FAMILIA 40GR 317                               ;0001;00001200;00000000;00000000;000000006900;00000150;UN;00000000
003585;LA FAMILIA 40GR 536                               ;0001;00001200;00000000;00000000;000000006900;00000150;NV;00000000
003586;LA FAMILIA 40GR 617                               ;0001;00001200;00000000;00000000;000000006900;00000150;NV;00000000
003587;LA FAMILIA 40GR 701                               ;0001;00001200;00000000;00000000;000000006900;00000150;NV;00000000
003588;LA FAMILIA 40GR 713                               ;0001;00001200;00000000;00000000;000000006900;00000150;NV;00000000
003589;LA FAMILIA 40GR 805                               ;0001;00001200;00000000;00000000;000000006900;00000150;NV;00000000
003590;LA FAMILIA 40GR 806                               ;0001;00001200;00000000;00000000;000000006900;00000150;NV;00000000
003591;LA FAMILIA 40GR 810                               ;0001;00001200;00000000;00000000;000000006900;00000150;NV;00000000
003592;LA FAMILIA 40GR 501                               ;0001;00001200;00000000;00000000;000000006900;00000150;NV;00000000
003593;LA FAMILIA 40GR 512                               ;0001;00001200;00000000;00000000;000000006900;00000150;NV;00000000
003594;LA FAMILIA 40GR 519                               ;0001;00001200;00000000;00000000;000000006900;00000150;MV;00000000
003595;LA FAMILIA 40GR 520                               ;0001;00001200;00000000;00000000;000000006900;00000150;NV;00000000
003596;LA FAMILIA 40GR 590                               ;0001;00001200;00000000;00000000;000000006900;00000150;NV;00000000
003597;SABONETE DOVE                                     ;0003;00001200;00000000;00000000;000000007560;00000120;UN;00000000
003598;TUBO SOLDA AMANCO 60MMX6MT                        ;0041;00000300;00000000;00000000;000000740958;00009790;VR;00000000
003599;AGULHA MAQUINA N.16                               ;0001;00002000;00000000;00000000;000000002236;00000060;UN;00000000
003600;ALICATE CUTICULA MUNDIAL FLEX                     ;0003;00000300;00000000;00000000;000000041000;00000650;UN;00000469
003601;CORTADOR UNHA                                     ;0003;00000300;00000000;00000300;000000020800;00000310;UN;00000064
003602;PINCA P/SOMBRANCELHA                              ;0003;00000300;00000000;00000000;000000001490;00000100;UN;00000000
003603;BORRACHA BRANCA 20 RECORD MERCUR                  ;0011;00003000;00000000;00000000;000000005815;00000095;UN;00000000
003604;ENXADA JACARE ESTR.2,5                            ;0016;00000600;00000000;00000600;000000203400;00003490;UN;00000588
003605;PLUG GALV.1"                                      ;0030;00000300;00000000;00000100;000000006100;00000180;UN;00000000
003606;PLUG GALV.11/4                                    ;0030;00000200;00000000;00000100;000000008900;00000275;UN;00000000
003607;CONTRA PORCA GALV.1/2                             ;0030;00000300;00000000;00000500;000000002900;00000050;UN;00000000
003608;CONTRA PORCA GALV.3/4                             ;0030;00000200;00000000;00000100;000000003400;00000070;UN;00000000
003609;CONTRA PORCA GALV.1"                              ;0030;00000200;00000000;00000300;000000004900;00000100;UN;00000000
003610;CABO MARTELO TRAMONTINA                           ;0016;00000600;00000000;00000000;000000045500;00000640;UN;00000109
003611;REGUA PEDREIRO MADEIRA 2,00 MT                    ;0016;00000000;00000000;00000000;000000089800;00001350;UN;00000000
003612;CABO PICARETA ROUXINHO                            ;0016;00000600;00000000;00000000;000000048500;00000810;UN;00000000
003613;CABO MACHADO ROUXINHO                             ;0016;00000600;00000000;00000200;000000110250;00001660;UN;00000000
003614;DESEMPEN.COMP.NAVAL 17X30                         ;0016;00000000;00000000;00001100;000000078825;00001290;UN;00000000
003615;VASO RED.PRETO PEQUENO                            ;0024;00001200;00000000;00000000;000000021000;00000350;UN;00000028
003616;VASO PLAST.PRETO N.7                              ;0024;00001200;00000000;00000000;000000048198;00000740;UN;00000025
003617;KIT VASO ECOL PEQ.                                ;0024;00000300;00000000;00000000;000000018000;00000340;UN;00000183
003618;CAVAD.ARTICULADA LM                               ;0016;00000500;00000000;00000000;000000190000;00002850;UN;00000448
003619;ENXADAO LM C/CABO                                 ;0016;00000400;00000000;00000000;000000150000;00002250;UN;00000000
003620;SILICONE 270GR SOUDAL                             ;0013;00000300;00000000;00000000;000000070400;00001060;UN;00000000
003621;PREGO 16 X 18                                     ;0017;00000300;00000000;00000030;000000058103;00000990;UN;00000000
003622;ROLDANA SIMPLES C/PARAFUSO P/PORTA PVC            ;0025;00000300;00000000;00000300;000000013458;00000200;CT;00000000
003623;EMENDA C/PARAFUSO P/PORTA PVC                     ;0025;00000300;00000000;00000400;000000011856;00000180;UN;00000000
003624;TE SOLDA BUCHA LATAO 20X1/2                       ;0037;00000400;00000000;00000800;000000024000;00000360;UN;00000000
003625;PUXADOR PORTA SANF.BEGE COMPLETO                  ;0025;00000300;00000000;00000400;000000039200;00000590;UN;00000000
003626;PIPA MEDIA                                        ;0018;00000300;00000000;00004200;000000012425;00000190;UN;00000000
003627;ROLDANA DUPLA C/PARAFUSO P/PORTA PVC              ;0025;00000300;00000000;00000400;000000009933;00000150;UN;00000000
003628;VASO RED.TELHA GRANDE                             ;0024;00000300;00000000;00000100;000000059200;00000890;UN;00000000
003629;CAIXA NITRONBOX BAU 12LT                          ;0007;00000300;00000000;00000000;000000157300;00002360;UN;00000000
003630;VASO QUADR.TELHA PEQUENO                          ;0024;00000300;00000000;00000000;000000025200;00000485;UN;00000000
003631;CARRINHO CONST.METALOSA METALFORTE                ;0016;00000300;00000000;00000300;000001262530;00019990;UN;00000000
003632;RODA CARRINHO CAMARA C/ROLETE                     ;0017;00000300;00000000;00000300;000000336400;00005390;UN;00000000
003633;CAMARA CARRINHO CONST.LEVORIN                     ;0018;00000300;00000000;00000000;000000051243;00001990;UN;00000000
003634;TECNOCOR 2KG BRANCO                               ;0023;00000600;00000000;00000000;000000012000;00000300;SC;00000120
003635;FERRO SOLDAR WESTERN 60W                          ;0022;00000000;00000000;00000000;000000076300;00001190;UN;00000000
003636;TECNOCOR 2KG AMARELO                              ;0023;00000600;00000000;00000000;000000012000;00000300;SC;00000120
003637;TECNOCOR 2KG VERMELHO                             ;0023;00000600;00000000;00000000;000000012000;00000300;SC;00000000
003638;RESINA ACR.HIDRON.0900ML B.SOLV.INCOLOR           ;0023;00000300;00000000;00000000;000000093350;00001400;LT;00000578
003639;RESINA ACR.HIDRON.5000ML B.SOLV.INCOLOR           ;0023;00000200;00000000;00000000;000000581667;00009700;LT;00000000
003640;COLORGIN LISO BRANCO                              ;0023;00000300;00000000;00000900;000000088900;00001440;UN;00000536
003641;COLORGIN LISO AMARELO                             ;0023;00000300;00000000;00000600;000000088600;00001440;UN;00000458
003642;COLORGIN LISO VERMELHO                            ;0023;00000300;00000000;00000900;000000088900;00001440;UN;00000498
003643;COLORGIN LISO PRETO BRILH.                        ;0023;00000300;00000000;00001200;000000092450;00001440;UN;00000499
003644;COLORGIN METAL.VERMELHO                           ;0023;00000300;00000000;00000300;000000091566;00001380;UN;00000490
003645;COLORGIN METAL.VERDE AMAZ.                        ;0023;00000300;00000000;00000100;000000094800;00001430;UN;00000395
003646;COLORGIN METALLIK PRATA                           ;0023;00000300;00000000;00000300;000000134200;00002015;UN;00000762
003647;COLORGIN METALLIK OURO                            ;0023;00000300;00000000;00000100;000000134200;00002015;UN;00000635
003648;COLORGIN METAL.AZUL ANGRA                         ;0023;00000300;00000000;00000800;000000098900;00001490;UN;00000652
003649;RALINHO JAPONES PIA 11/2                          ;0021;00000600;00000000;00000400;000000019700;00000420;UN;00000121
003650;RALINHO JAPONES PIA/LAV.                          ;0021;00000600;00000000;00000600;000000015600;00000270;UN;00000098
003651;JOELHO ESG.POPULAR 90 100MM                       ;0038;00001000;00000000;00000000;000000015900;00000250;UN;00000106
003652;MEIA POLO SOCIAL CASUAL                           ;0005;00001200;00000000;00000000;000000022928;00000340;PR;00000165
003653;MEIA POLO INVISIVEL MASC.                         ;0005;00001200;00000000;00000000;000000015344;00000430;PR;00000189
003654;CHAVE TESTE FAME                                  ;0022;00000300;00000000;00000200;000000025600;00000690;PT;00000000
003655;LIXEIRA RET.C/TAMPA 20LTS                         ;0007;00000300;00000000;00000000;000000059900;00000900;UN;00000000
003656;CESTO TELADO 12LT                                 ;0007;00000600;00000000;00000000;000000015900;00000299;UN;00000119
003657;CESTO TELADO 60LT                                 ;0007;00000000;00000000;00000100;000000217700;00003290;UN;00000000
003658;QUEJEIRA PLASTICA                                 ;0007;00000600;00000000;00000000;000000028200;00000420;UN;00000000
